id;val
0;0.8948185330924516
1;0.6958975811792261
2;0.8306284712838354
3;0.6037352630875872
4;0.08596736827806628
5;0.030514853992901325
6;0.10191508297240115
7;0.1888094799529988
8;0.440192105433319
9;0.8245091719447365
10;0.3058578336416501
11;0.5184239351945145
12;0.3006333133699367
13;0.00995269379453012
14;0.5537889083886149
15;0.6541721307638212
16;0.703579146103461
17;0.2414374473567168
18;0.21491529775560114
19;0.6075161983138669
20;0.57911859574481
21;0.4098654093761158
22;0.7814681960039016
23;0.8131254603065624
24;0.16676480671544247
25;0.7340385033758363
26;0.16254890014899892
27;0.19295232886919267
28;0.8327486180167614
29;0.5846652995091015
30;0.5867786314244093
31;0.32270767407838374
32;0.3553314932589714
33;0.11333708747610893
34;0.7224770712753972
35;0.7815816010118778
36;0.7629603306314917
37;0.8847863754467472
38;0.1421543147428702
39;0.5223614529351984
40;0.5731994895352139
41;0.6472973145706272
42;0.597281896255015
43;0.1037325208390617
44;0.8273623981594812
45;0.5309553282948671
46;0.5165615333565633
47;0.8649847979623989
48;0.2624672909902538
49;0.7078468479896599
50;0.31194193601136766
51;0.9602651843651729
52;0.6554000250368105
53;0.49841892512097186
54;0.09767341559422804
55;0.7189649341069103
56;0.16687535016381705
57;0.4399034199370979
58;0.2040923736235004
59;0.40753400426759057
60;0.7023557811985417
61;0.518619963262144
62;0.5397582523828452
63;0.23103180804041457
64;0.49760458005387
65;0.13697405183491362
66;0.2484814041147284
67;0.4623333383862458
68;0.5086632680079868
69;0.9388610272821846
70;0.8451925368157797
71;0.6639101450250572
72;0.5609542713189247
73;0.6805039805379365
74;0.1690967692867018
75;0.36133991883218486
76;0.6608223430333952
77;0.5085601159715556
78;0.5735916869369488
79;0.8943461167993261
80;0.5854600265643539
81;0.06924514821614014
82;0.7611175905424998
83;0.3071039870254044
84;0.12752173557858137
85;0.5885572991570144
86;0.2801451857719348
87;0.6432535412145102
88;0.6989431425605266
89;0.7697769091076259
90;0.00811665193379918
91;0.7283393255931425
92;0.5501742092466592
93;0.2690584506043495
94;0.8109395222751618
95;0.23109840926828729
96;0.004027110336066619
97;0.9062843326840707
98;0.9706466816914069
99;0.9703915584519429
100;0.24975382337277663
101;0.8694260811729464
102;0.611249554053054
103;0.8356683467299273
104;0.5426516335347187
105;0.2449160072487132
106;0.17188299842209143
107;0.030406898108399805
108;0.4132296735158454
109;0.527936214101828
110;0.22186600288213065
111;0.20483995943956623
112;0.04660153072421935
113;0.7471115867345353
114;0.8758528155314618
115;0.0015622670848044473
116;0.23761123700684528
