id,value
0,0.07025355947740941
1,0.43959775798562417
2,0.5702468874952626
3,0.38124127739054103
4,0.528746796708384
5,0.5647260233699614
6,0.7119305139301868
7,0.5484029453473204
8,0.9896417622973777
9,0.7503223387042709
10,0.37394835482883815
11,0.25046579795522705
12,0.4338519432509842
13,0.8346900949077275
14,0.6317253013651993
15,0.42159937978835027
16,0.6391683579686159
17,0.9652727212714709
18,0.16734765190813305
19,0.2971555479459901
20,0.3155442288244248
21,0.7217257236039196
22,0.2612309134731472
23,0.7057022761615945
24,0.671912105775231
25,0.8992649635338296
26,0.07892224090609368
27,0.16736913464059755
28,0.642483568173548
29,0.8990331373360454
30,0.7194552347620154
31,0.550022222124344
32,0.573911178788845
33,0.5802835319920354
34,0.8642564609001213
35,0.10344832294624495
36,0.04319959414018126
37,0.8198214465037893
38,0.4596876984919811
39,0.5959754845069423
40,0.6209038718969195
41,0.38830901384492233
42,0.031145721105599433
43,0.28874665044528924
44,0.8407664943136112
45,0.9079506221686017
46,0.8389544410340867
47,0.6004475526583928
48,0.425901608692412
49,0.7682136893421918
50,0.07259747372063396
51,0.017300108046235496
52,0.9751785910411412
53,0.8143736087706135
54,0.49398269398351535
55,0.11783109607782183
56,0.16916258322289857
57,0.05707879152078266
58,0.5665997667108945
59,0.9617333460681511
60,0.3389878953562614
61,0.4860159097341492
62,0.5858503272920791
63,0.4866301942237623
64,0.46545661294939733
65,0.8244132777191346
66,0.42658855021858555
67,0.30810455617518995
68,0.5049597196278413
69,0.15530112281937658
70,0.2762347549079306
71,0.6047887208485161
72,0.17415794897418257
73,0.4208708983604129
74,0.7608151854689664
75,0.9954534038073095
76,0.34048180106409665
77,0.8918484562451426
78,0.3696679632689902
79,0.4498928746442551
80,0.36109088813596546
81,0.15127958910546435
82,0.7203433904765786
83,0.6384790048426701
84,0.14578952048084148
85,0.3061486492918347
86,0.3362439283742058
87,0.3302427983876426
88,0.5483512050557146
89,0.9271295811582868
90,0.04342650037621898
91,0.7392305434476928
92,0.4079032462988553
93,0.15282376711152457
94,0.3131904053250735
95,0.7041713353526884
96,0.9355848566721837
97,0.2506936971883431
98,0.3741008406885098
99,0.022711132538907775
100,0.9827924429306303
101,0.025464866138680597
102,0.023121922468353096
103,0.329749783179508
104,0.7116946446280623
105,0.8888650238258882
106,0.3048902701134337
107,0.9083107730646409
108,0.4984414772444792
109,0.454520725867831
110,0.7916792922894846
111,0.5249468452901417
112,0.12649071163170067
113,0.8766998902361969
114,0.36094737545776057
115,0.6225145474520525
116,0.9424937578229483
117,0.17805306638279494
118,0.22468897409775246
119,0.17499849739088513
120,0.19854314445413757
121,0.7708821909178291
122,0.4957574976044925
123,0.9894740341797157
124,0.5229800435384198
125,0.010592925808752818
126,0.46242824802345683
127,0.7798470902587215
128,0.8149437534092887
129,0.2527262995438141
130,0.45954414546097533
131,0.21884652087672152
132,0.49025837066242073
133,0.9478056332815632
134,0.4011170304753263
135,0.47384760636665046
136,0.23105153792484134
137,0.30156360295890583
138,0.42269263440956795
139,0.4288351040749303
140,0.6783277446952665
141,0.936635465609582
142,0.6396504582624355
143,0.2518468517470702
144,0.5807876706206375
145,0.15569437744101633
146,0.9992338622407545
147,0.2945849198769296
148,0.47762887389467457
149,0.2118600083366139
150,0.05331371159812426
151,0.45303848568166505
152,0.20485059729920285
153,0.32773650867011705
154,0.10146916125398331
155,0.7297169760229482
156,0.08518569328756476
157,0.43380631450517115
158,0.6816928266467654
159,0.2887906234523828
160,0.44312438874467985
161,0.8356610532333789
162,0.8011967531312536
163,0.41789025292925075
164,0.7901593043877082
165,0.3067942227597211
166,0.6400182861071539
167,0.10495242034132735
168,0.9817254755472961
169,0.49624401095937865
170,0.7280175345167417
171,0.3390951262723102
172,0.2839268174514017
173,0.2286476648460094
174,0.7336665536527116
175,0.4875061115047329
176,0.560808355450824
177,0.23030387502008276
178,0.38836170043649443
179,0.855697356286959
180,0.35261057618993497
181,0.2688237310329138
182,0.2659128641681535
183,0.9881510319163193
184,0.6753955150377401
185,0.37446361946526907
186,0.6848083931219205
187,0.9827393677547961
188,0.8825381714019637
189,0.9493158667335785
190,0.08788836897898178
191,0.22889643885458888
192,0.7662152389151502
193,0.08019617860731476
194,0.9598360693314185
195,0.35314636947513867
196,0.09691090359789734
197,0.024329377017272336
198,0.4379248857311947
199,0.6301794812037509
200,0.9898292475877766
201,0.37873613204822165
202,0.5903377510024137
203,0.5646816303714075
204,0.284669763976372
205,0.09361205273185547
206,0.841611184665567
207,0.21765268924339076
208,0.40218072308341324
209,0.27304697093610997
210,0.8894990587637066
211,0.34317804340169533
212,0.7653726064362318
213,0.785374340259027
214,0.15806386277131068
215,0.4191588165739416
216,0.42720807147640927
217,0.7398200517642626
218,0.4929833660602211
219,0.6188918670082963
220,0.6727498013829007
221,0.2730789013904038
222,0.8149512159613356
223,0.5621875608542253
224,0.86550934370342
225,0.4063228384958507
226,0.8624346692549969
227,0.6004061918471728
228,0.9840520751709099
229,0.6972715597897114
230,0.06413949246926076
231,0.3182126290617351
232,0.6427673704610798
233,0.7801561137079703
234,0.883337089301141
235,0.5697478821106327
236,0.8639823444908342
237,0.6349752145119638
238,0.3928817266552993
239,0.23436787667394265
240,0.42296472580190525
241,0.7604519667663929
242,0.8798101446736891
243,0.08846671122704441
244,0.9342049168919431
245,0.08990470312752841
246,0.10133221758490718
247,0.3619657045794129
248,0.6324365937462068
249,0.842625637728405
250,0.6457589455918941
251,0.6792215882465055
252,0.8495884429686008
253,0.06739607351772847
254,0.05644758073851819
255,0.9400995894346762
256,0.17943966640347786
257,0.2672967149386176
258,0.8662842200420733
259,0.9073604683742807
260,0.558227390948318
261,0.878475085191732
262,0.664550091389457
263,0.6485735797266973
264,0.08588319003985467
265,0.5525278901171182
266,0.5038386140824049
267,0.8355835161242736
268,0.08729601155812738
269,0.7707252068234476
270,0.7144362579440634
271,0.3725099897608025
272,0.37863105400475616
273,0.3829656874707038
274,0.13439524834740812
275,0.08654871782136342
276,0.4900109615339542
277,0.7959579199665809
278,0.7916147110849029
279,0.4850232939925939
280,0.40453444015581697
281,0.1505950993952363
282,0.013084864206397762
283,0.5676088562685464
284,0.06028177523811307
285,0.6775186167564333
286,0.32099263232551956
287,0.8815875199304638
288,0.49256040747491225
289,0.24455791183083786
290,0.30705541085119925
291,0.6265401626381781
292,0.24632526537157484
